StationID,StationName.Zh_tw,StationName.En,ExitID,ExitName.Zh_tw,ExitName.En,ExitPosition.PositionLat,ExitPosition.PositionLon,LocationDescription,Stair,Escalator,Elevator
O18,新莊,Xinzhuang,2,新莊站出口2,Xinzhuang Exit 2,25.036014,121.4525,中正路、近新莊國中校門旁,TRUE,1,TRUE
O19,輔大,Fu Jen University,1,輔大站出口1,Fu Jen University Exit 1,25.032932,121.435264,中正路510之1號、近輔大校門,TRUE,2,TRUE
O19,輔大,Fu Jen University,2,輔大站出口2,Fu Jen University Exit 2,25.032315,121.435277,福營路、近建國一路、福營派出所,TRUE,0,TRUE
O19,輔大,Fu Jen University,3,輔大站出口3,Fu Jen University Exit 3,25.032776,121.436541,中正路、中油加油站對面,TRUE,2,FALSE
O19,輔大,Fu Jen University,4,輔大站出口4,Fu Jen University Exit 4,25.033175,121.43652,中正路、中油加油站旁,TRUE,2,FALSE
O20,丹鳳,Danfeng,1,丹鳳站出口1,Danfeng Exit 1,25.029048,121.422282,中正路624之1號,TRUE,2,FALSE
O20,丹鳳,Danfeng,2,丹鳳站出口2,Danfeng Exit 2,25.028742,121.422615,中正路、近民安路口,TRUE,1,TRUE
O21,迴龍,Huilong,1,迴龍站出口1,Huilong Exit 1,25.021864,121.411264,中正路758號、近樂生療養院,TRUE,1,TRUE
O21,迴龍,Huilong,2,迴龍站出口2,Huilong Exit 2,25.02118,121.41077,中正路、近中正路929巷,TRUE,2,FALSE
O21,迴龍,Huilong,3,迴龍站出口3,Huilong Exit 3,25.022637,121.412482,中正路、近中正路746巷,TRUE,1,FALSE
O50,三重國小,Sanchong Elementary School,0,三重國小站出口,Sanchong Elementary School Exit ,25.070536,121.496656,三和路3段、仁愛街口，近三重國小,TRUE,1,TRUE
O51,三和國中,Sanhe Junior High School,1,三和國中站出口1,Sanhe Junior High School Exit 1,25.076586,121.486398,三和路4段218巷口，近三和國中正門,TRUE,1,TRUE
O51,三和國中,Sanhe Junior High School,2,三和國中站出口2,Sanhe Junior High School Exit 2,25.076946,121.486752,三和路4段107號,TRUE,1,FALSE
O52,徐匯中學,St.lgnatius High School,1,徐匯中學站出口1,St. lgnatius High School Exit 1,25.080303,121.47988,中山一路3號，近徐匯中學,TRUE,1,FALSE
O52,徐匯中學,St.lgnatius High School,2,徐匯中學站出口2,St. lgnatius High School Exit 2,25.080332,121.480583,三和路4段、永安北路口,TRUE,1,TRUE
O53,三民高中,Sanmin Senior High School,1,三民高中站出口1,Sanmin Senior High School Exit 1,25.085494,121.472542,三民路、復興路口，近三民停車場,TRUE,1,TRUE
O53,三民高中,Sanmin Senior High School,2,三民高中站出口2,Sanmin Senior High School Exit 2,25.085791,121.473739,三民路、復興路口，近三民高中,TRUE,1,FALSE
O54,蘆洲,Luzhou,1,蘆洲站出口1,Luzhou Exit 1,25.091463,121.464565,三民路386號，近中正路口,TRUE,1,FALSE
O54,蘆洲,Luzhou,2,蘆洲站出口2,Luzhou Exit 2,25.091609,121.464597,捷運廣場,TRUE,2,TRUE
O54,蘆洲,Luzhou,3,蘆洲站出口3,Luzhou Exit 3,25.091618,121.464425,三民路、中正路口，近中正路側,TRUE,2,FALSE
BL01,頂埔,Dingpu,1,頂埔站出口1,Dingpu Exit 1,24.959306,121.418218,中央路4段約100號旁,TRUE,2,TRUE
BL01,頂埔,Dingpu,2,頂埔站出口2,Dingpu Exit 2,24.95931,121.419,中央路4段，近鴻海精密工業,TRUE,2,FALSE
BL01,頂埔,Dingpu,3,頂埔站出口3,Dingpu Exit 3,24.95962,121.4196,中央路4段，近嵿埔之星科技廣場,TRUE,1,TRUE
BL01,頂埔,Dingpu,4,頂埔站出口4,Dingpu Exit 4,24.96039,121.4201,中央路4段62號旁,TRUE,0,TRUE
BL02,永寧,Yongning,1,永寧站出口1,Yongning Exit 1,24.966714,121.435254,中央路3段98巷口,TRUE,1,TRUE
BL02,永寧,Yongning,2,永寧站出口2,Yongning Exit 2,24.966102,121.43568,中央路3段、承天路口,TRUE,2,TRUE
BL02,永寧,Yongning,3,永寧站出口3,Yongning Exit 3,24.966947,121.436799,中央路3段、近89巷口,TRUE,4,FALSE
BL02,永寧,Yongning,4,永寧站出口4,Yongning Exit 4,24.967191,121.436412,中央路3段60號,TRUE,2,FALSE
BL03,土城,Tucheng,1,土城站出口1,Tucheng Exit 1,24.973251,121.444173,金城路1段、近金城公園,TRUE,2,TRUE
BL03,土城,Tucheng,2,土城站出口2,Tucheng Exit 2,24.972663,121.443671,金城路1段、和平路交叉口、近土城區戶政事務所,TRUE,2,FALSE
BL03,土城,Tucheng,3,土城站出口3,Tucheng Exit 3,24.973714,121.445266,金城路1段,TRUE,0,FALSE
BL04,海山,Haishan,1,海山站出口1,Haishan Exit 1,24.985375,121.448615,海山路、樂利國小旁,TRUE,2,FALSE
BL04,海山,Haishan,2,海山站出口2,Haishan Exit 2,24.985329,121.448956,海山路、新北高工運動場旁,TRUE,3,TRUE
BL04,海山,Haishan,3,海山站出口3,Haishan Exit 3,24.98609,121.449127,裕民路92巷22弄3號,TRUE,2,FALSE
BL05,亞東醫院,Far Eastern Hospital,1,亞東醫院站出口1,Far Eastern Hospital Exit 1,24.998933,121.452581,南雅南路2段120號,TRUE,3,FALSE
BL05,亞東醫院,Far Eastern Hospital,2,亞東醫院站出口2,Far Eastern Hospital Exit 2,24.998252,121.452388,南雅南路2段122號,TRUE,2,FALSE
BL05,亞東醫院,Far Eastern Hospital,3,亞東醫院站出口3,Far Eastern Hospital Exit 3,24.998875,121.45287,南雅南路2段、高爾富路口,TRUE,1,TRUE
BL06,府中,Fuzhong,1,府中站出口1,Fuzhong Exit 1,25.008486,121.459077,縣民大道1段193號、近板橋農會,TRUE,1,TRUE
BL06,府中,Fuzhong,2,府中站出口2,Fuzhong Exit 2,25.008943,121.459501,縣民大道、府中路口,TRUE,1,FALSE
BL06,府中,Fuzhong,3,府中站出口3,Fuzhong Exit 3,25.009162,121.45897,府中路30號、近板橋區公所,TRUE,0,FALSE
BL07,板橋,Banqiao,1,板橋站出口1,Banqiao Exit 1,25.013416,121.461754,站前路、新府路口、新板萬坪都會公園旁,TRUE,1,FALSE
BL07,板橋,Banqiao,2,板橋站出口2,Banqiao Exit 2,25.013192,121.462483,縣民大道、新府路口、板橋公車站旁,TRUE,1,FALSE
BL07,板橋,Banqiao,3,板橋站出口3,Banqiao Exit 3,25.014554,121.462589,站前路5號、板橋火車站對面,TRUE,1,TRUE
BL08,新埔,Xinpu,1,新埔站出口1,Xinpu Exit 1,25.023063,121.467457,民生路3段15號、新埔市場旁,TRUE,1,FALSE
BL08,新埔,Xinpu,2,新埔站出口2,Xinpu Exit 2,25.0222,121.468176,民生路2段251號,TRUE,1,FALSE
BL08,新埔,Xinpu,3,新埔站出口3,Xinpu Exit 3,25.022844,121.468574,民生路2段234巷口,TRUE,2,FALSE
BL08,新埔,Xinpu,4,新埔站出口4,Xinpu Exit 4,25.023638,121.468728,文化路1段360號,TRUE,1,TRUE
BL08,新埔,Xinpu,5,新埔站出口5,Xinpu Exit 5,25.024163,121.468138,民生路3段6號,TRUE,1,TRUE
BL09,江子翠,Jiangzicui,1,江子翠站出口1,Jiangzicui Exit 1,25.030298,121.471914,雙十路3段10巷口、近板橋農村公園,TRUE,2,FALSE
BL09,江子翠,Jiangzicui,2,江子翠站出口2,Jiangzicui Exit 2,25.029782,121.471903,文化路2段313號,TRUE,2,FALSE
BL09,江子翠,Jiangzicui,3,江子翠站出口3,Jiangzicui Exit 3,25.029459,121.472156,文化路2段296號,TRUE,2,TRUE
BL09,江子翠,Jiangzicui,4,江子翠站出口4,Jiangzicui Exit 4,25.029763,121.472719,雙十路2段178號、近松柏街,TRUE,2,FALSE
BL09,江子翠,Jiangzicui,5,江子翠站出口5,Jiangzicui Exit 5,25.031027,121.473609,文化路2段384號、近仁化街口,TRUE,2,FALSE
BL09,江子翠,Jiangzicui,6,江子翠站出口6,Jiangzicui Exit 6,25.031095,121.473126,文化路2段383巷口、近江翠國小,TRUE,2,FALSE
BL10,龍山寺,Longshan Temple,1,龍山寺站出口1,Longshan Temple Exit 1,25.035484,121.49953,和平西路3段、西園路1段路口,TRUE,1,TRUE
BL10,龍山寺,Longshan Temple,2,龍山寺站出口2,Longshan Temple Exit 2,25.035109,121.499798,和平西路3段、近萬華區公所,TRUE,1,FALSE
BL10,龍山寺,Longshan Temple,3,龍山寺站出口3,Longshan Temple Exit 3,25.035421,121.501622,和平西路3段81巷口、近康定路,TRUE,0,FALSE
BL11,西門,Ximen,1,西門站出口1,Ximen Exit 1,25.042137,121.507566,漢中街、成都路口、近西門紅樓,TRUE,1,FALSE
BL11,西門,Ximen,2,西門站出口2,Ximen Exit 2,25.041545,121.508435,中華路1段59號、近台北市憲兵隊,TRUE,0,FALSE
BL11,西門,Ximen,3,西門站出口3,Ximen Exit 3,25.041789,121.508888,中華路1段、寶慶路口,TRUE,1,FALSE
BL11,西門,Ximen,4,西門站出口4,Ximen Exit 4,25.042203,121.509006,中華路1段、衡陽路口,TRUE,1,TRUE
BL11,西門,Ximen,5,西門站出口5,Ximen Exit 5,25.042935,121.508789,中華路1段、秀山街口,TRUE,0,FALSE
BL11,西門,Ximen,6,西門站出口6,Ximen Exit 6,25.042573,121.507602,漢中街、成都路口,TRUE,1,TRUE
BL13,善導寺,Shandao Temple,1,善導寺站出口1,Shandao Temple Exit 1,25.045097,121.523009,忠孝東路1段與林森北路交叉口、近警政署,TRUE,2,FALSE
BL13,善導寺,Shandao Temple,2,善導寺站出口2,Shandao Temple Exit 2,25.044796,121.523053,忠孝東路1段與林森南路交叉口,TRUE,0,FALSE
BL13,善導寺,Shandao Temple,3,善導寺站出口3,Shandao Temple Exit 3,25.044568,121.523734,忠孝東路1段70號巷口,TRUE,1,TRUE
BL13,善導寺,Shandao Temple,4,善導寺站出口4,Shandao Temple Exit 4,25.044111,121.524217,忠孝東路1段84號巷口、近青島國宅,TRUE,1,FALSE
BL13,善導寺,Shandao Temple,5,善導寺站出口5,Shandao Temple Exit 5,25.044256,121.52482,忠孝東路1段與紹興南街交叉口、近華山市場,TRUE,0,FALSE
BL13,善導寺,Shandao Temple,6,善導寺站出口6,Shandao Temple Exit 6,25.044632,121.524898,忠孝東路1段與紹興北街交叉口、近善導寺,TRUE,2,FALSE
BL14,忠孝新生,Zhongxiao Xinsheng,2,忠孝新生站出口2,Zhongxiao Xinsheng Exit 2,25.042103,121.532065,忠孝東路2段134巷、近忠孝公園,TRUE,1,TRUE
BL14,忠孝新生,Zhongxiao Xinsheng,3,忠孝新生站出口3,Zhongxiao Xinsheng Exit 3,25.041783,121.53368,忠孝東路3段10巷,TRUE,1,FALSE
BL14,忠孝新生,Zhongxiao Xinsheng,4,忠孝新生站出口4,Zhongxiao Xinsheng Exit 4,25.042458,121.533213,忠孝東路3段與新生南路1段交叉口、近台北科技大學,TRUE,2,FALSE
BL14,忠孝新生,Zhongxiao Xinsheng,1,忠孝新生站出口1,Zhongxiao Xinsheng Exit 1,25.042784,121.531829,忠孝東路2段101號、近忠孝國小,TRUE,2,FALSE
BL14,忠孝新生,Zhongxiao Xinsheng,5,忠孝新生站出口5,Zhongxiao Xinsheng Exit 5,25.041214,121.532232,新生南路1段56巷口，近濟南路,TRUE,1,FALSE
BL14,忠孝新生,Zhongxiao Xinsheng,6,忠孝新生站出口6,Zhongxiao Xinsheng Exit 6,25.040791,121.533068,新生南路1段、濟南路口,TRUE,2,FALSE
BL14,忠孝新生,Zhongxiao Xinsheng,7,忠孝新生站出口7,Zhongxiao Xinsheng Exit 7,25.041729,121.533068,新生南路1段、忠孝東路3段口,TRUE,0,FALSE
BL16,忠孝敦化,Xhongxiao Dunhua,1,忠孝敦化站出口1,Zhongxiao Dunhua Exit 1,25.041642,121.550578,忠孝東路4段175號,TRUE,0,FALSE
BL16,忠孝敦化,Xhongxiao Dunhua,2,忠孝敦化站出口2,Zhongxiao Dunhua Exit 2,25.041632,121.551694,忠孝東路4段203號,TRUE,2,TRUE
BL16,忠孝敦化,Xhongxiao Dunhua,3,忠孝敦化站出口3,Zhongxiao Dunhua Exit 3,25.04134,121.551586,忠孝東路4段182號,TRUE,2,FALSE
BL16,忠孝敦化,Xhongxiao Dunhua,4,忠孝敦化站出口4,Zhongxiao Dunhua Exit 4,25.04135,121.550567,忠孝東路4段166號,TRUE,0,FALSE
BL16,忠孝敦化,Xhongxiao Dunhua,5,忠孝敦化站出口5,Zhongxiao Dunhua Exit 5,25.041238,121.549824,忠孝東路4段148號,TRUE,2,FALSE
BL16,忠孝敦化,Xhongxiao Dunhua,6,忠孝敦化站出口6,Zhongxiao Dunhua Exit 6,25.041029,121.549174,敦化南路1段219號,TRUE,0,FALSE
BL16,忠孝敦化,Xhongxiao Dunhua,7,忠孝敦化站出口7,Zhongxiao Dunhua Exit 7,25.041661,121.549913,忠孝東路4段151號,TRUE,2,FALSE
BL16,忠孝敦化,Xhongxiao Dunhua,8,忠孝敦化站出口8,Zhongxiao Dunhua Exit 8,25.041928,121.549194,敦化南路1段209號,TRUE,0,FALSE
BL17,國父紀念館,Sun Yat-Sen Memorial Hall,1,國父紀念館站出口1,Sun Yat-Sen Memorial Hall Exit 1,25.041838,121.556663,忠孝東路4段327號、近中華電視公司,TRUE,2,FALSE
BL17,國父紀念館,Sun Yat-Sen Memorial Hall,2,國父紀念館站出口2,Sun Yat-Sen Memorial Hall Exit 2,25.041029,121.556704,忠孝東路4段304號、近觀光局,TRUE,2,FALSE
BL17,國父紀念館,Sun Yat-Sen Memorial Hall,3,國父紀念館站出口3,Sun Yat-Sen Memorial Hall Exit 3,25.041195,121.557981,忠孝東路4段400號與光復南路交叉口、近光復國小,TRUE,2,FALSE
BL17,國父紀念館,Sun Yat-Sen Memorial Hall,4,國父紀念館站出口4,Sun Yat-Sen Memorial Hall Exit 4,25.04117,121.558539,忠孝東路4段、光復國小側門旁,TRUE,2,TRUE
BL17,國父紀念館,Sun Yat-Sen Memorial Hall,5,國父紀念館站出口5,Sun Yat-Sen Memorial Hall Exit 5,25.041501,121.558002,忠孝東路4段與光復南路交叉口、光復國小對面,TRUE,2,FALSE
BL18,市政府,Taipei City Hall,1,市政府站出口1,Taipei City Hall Exit 1,25.041408,121.565459,忠孝東路5段15巷口、市府轉運站對面,TRUE,0,FALSE
BL18,市政府,Taipei City Hall,2,市政府站出口2,Taipei City Hall Exit 2,25.040971,121.565062,忠孝東路5段2號、近市府轉運站,TRUE,4,TRUE
BL18,市政府,Taipei City Hall,3,市政府站出口3,Taipei City Hall Exit 3,25.040903,121.567149,忠孝東路5段與松仁路交叉口、近台北市政府消防局,TRUE,1,FALSE
BL18,市政府,Taipei City Hall,4,市政府站出口4,Taipei City Hall Exit 4,25.041263,121.567181,忠孝東路5段71巷口,TRUE,1,FALSE
BL19,永春,Yongchun,1,永春站出口1,Yongchun Exit 1,25.040995,121.57512,忠孝東路5段與423巷口,TRUE,1,FALSE
BL19,永春,Yongchun,2,永春站出口2,Yongchun Exit 2,25.040704,121.575383,忠孝東路5段420號,TRUE,0,FALSE
BL19,永春,Yongchun,3,永春站出口3,Yongchun Exit 3,25.040704,121.576155,忠孝東路5段446號,TRUE,0,FALSE
BL19,永春,Yongchun,4,永春站出口4,Yongchun Exit 4,25.040699,121.576574,忠孝東路5段464號與虎林街交叉口、台北永春郵局前,TRUE,0,FALSE
BL19,永春,Yongchun,5,永春站出口5,Yongchun Exit 5,25.040961,121.576622,忠孝東路5段455號與虎林街交叉口、近永春市場,TRUE,1,TRUE
BL20,後山埤,Houshanpi,1,後山埤站出口1,Houshanpi Exit 1,25.044422,121.58141,忠孝東路5段743巷與中坡北路交叉口、近五分埔,TRUE,1,FALSE
BL20,後山埤,Houshanpi,2,後山埤站出口2,Houshanpi Exit 2,25.043703,121.581854,忠孝東路5段790巷口、中坡南路口,TRUE,1,FALSE
BL20,後山埤,Houshanpi,3,後山埤站出口3,Houshanpi Exit 3,25.045232,121.583277,忠孝東路6段6號、玉成街140巷對面、近聯合醫院忠孝院區,TRUE,1,TRUE
BL20,後山埤,Houshanpi,4,後山埤站出口4,Houshanpi Exit 4,25.045653,121.582441,玉成街98巷口、永吉路591號、近合作金庫銀行,TRUE,1,FALSE
BL21,昆陽,Kunyang,1,昆陽站出口1,Kunyang Exit 1,25.050319,121.592726,忠孝東路6段403巷口,TRUE,0,FALSE
BL21,昆陽,Kunyang,2,昆陽站出口2,Kunyang Exit 2,25.050402,121.592825,忠孝東路6段403巷1弄,TRUE,0,FALSE
BL21,昆陽,Kunyang,3,昆陽站出口3,Kunyang Exit 3,25.050599,121.59363,忠孝東路6段403巷1弄、近昆陽街側,TRUE,0,FALSE
BL21,昆陽,Kunyang,4,昆陽站出口4,Kunyang Exit 4,25.050572,121.593799,忠孝東路6段445號與昆陽街交叉口,TRUE,0,TRUE
BL22,南港,Nangang,1,南港站出口1,Nangang Exit 1,25.051911,121.606357,忠孝東路7段380號、近台鐵南港站,TRUE,1,FALSE
BL22,南港,Nangang,2,南港站出口2,Nangang Exit 2,25.052025,121.60743,忠孝東路7段、近國家文官學院,TRUE,1,TRUE
Y07,大坪林,Dapinglin,1,大坪林站出口1,Dapinglin Exit 1,24.982754,121.540874,民權路27號、北新路三段與民權路路口,TRUE,1,FALSE
Y07,大坪林,Dapinglin,2,大坪林站出口2,Dapinglin Exit 2,24.982051,121.541619,北新路3段142巷口,TRUE,0,FALSE
Y07,大坪林,Dapinglin,3,大坪林站出口3,Dapinglin Exit 3,24.982982,121.541572,北新路3段190號、北新路三段與民權路路口、鄰近消防署,TRUE,1,TRUE
Y07,大坪林,Dapinglin,4,大坪林站出口4,Dapinglin Exit 4,24.983539,121.541405,北新路3段200號、鄰近景美橋,TRUE,0,FALSE
Y07,大坪林,Dapinglin,5,大坪林站出口5,Dapinglin Exit 5,24.982859,121.543209,中興路三段與民權路路口西南隅,TRUE,2,TRUE
Y08,十四張,Shisizhang,0,十四張站出口,Shisizhang Exit,24.984467,121.527701,溪園路與民權路東南隅,TRUE,1,TRUE
Y09,秀朗橋,Xiulang Bridge,1,秀朗橋站出口1,Xiulang Bridge Exit 1,24.990418,121.52574,成功路與景平路東南隅,TRUE,1,FALSE
Y09,秀朗橋,Xiulang Bridge,2,秀朗橋站出口2,Xiulang Bridge Exit 2,24.990549,121.525051,景平路2號,TRUE,0,TRUE
Y10,景平,Jingping,0,景平站出口,Jingping Exit,24.991968,121.516553,景平路121號,TRUE,1,TRUE
Y11,景安,Jingan,0,景安站出口,Jingan Exit,24.993731,121.504632,景平路486號、近景平路、景安路口,TRUE,0,TRUE
Y12,中和,Zhonghe,0,中和站出口,Zhonghe Exit,25.001981,121.496052,中山路二段與景平路西南隅,TRUE,1,TRUE
Y13,橋和,Qiaohe,0,橋和站出口,Qiaohe Exit,25.004413,121.490461,板南路430號,TRUE,1,TRUE
Y14,中原,Zhongyuan,0,中原站出口,Zhongyuan Exit,25.00841,121.484159,板南路510號,TRUE,1,TRUE
Y15,板新,Banxin,0,板新站出口,Banxin Exit,25.014491,121.472212,板新路109號,TRUE,1,TRUE
Y16,板橋,Banqiao,4,板橋站出口4,Banqiao Exit 4,25.015105,121.464938,新站路與縣民大道二段口,TRUE,1,TRUE
Y16,板橋,Banqiao,5,板橋站出口5,Banqiao Exit 5,25.015502,121.464312,新站路與站前路口,TRUE,1,TRUE
Y17,新埔民生,Xinpu Minsheng,0,新埔民生站出口,Xinpu Minsheng Exit,25.026125,121.466839,民生路3段70號,TRUE,1,TRUE
Y18,頭前庄,Touqianzhuang,1,頭前庄站出口1,Touqianzhuang Exit 1,25.03963,121.460783,思源路18號、近中正路口,TRUE,1,TRUE
Y18,頭前庄,Touqianzhuang,2,頭前庄站出口2,Touqianzhuang Exit 2,25.039068,121.460931,中正路81巷口、近大漢橋,TRUE,2,FALSE
Y18,頭前庄,Touqianzhuang,3,頭前庄站出口3,Touqianzhuang Exit 3,25.039853,121.462247,中正路、近中正路61巷,TRUE,2,FALSE
Y18,頭前庄,Touqianzhuang,4,頭前庄站出口4,Touqianzhuang Exit 4,25.040485,121.462242,中正路、近中正路56巷,TRUE,2,FALSE
Y19,幸福,Xingfu,1,幸福站出口1,Xingfu Exit 1,25.050126,121.460146,思源路與思源路296巷交叉口,TRUE,1,TRUE
Y19,幸福,Xingfu,2,幸福站出口2,Xingfu Exit 2,25.049545,121.460593,思源路與幸福東路交叉口,TRUE,0,FALSE
Y20,新北產業園區,New Taipei Industrial Park,0,新北產業園區站出口,New Taipei Industrial Park Exit,25.061548,121.459926,五工路35號,TRUE,1,TRUE
